Nova_Name,SIMBAD_Name,Input_Name,Nova_Aliases,Discovery_Date,Nova_Otypes,is_nova,is_recurrent,Peak_Mag,Filter,Uncertainty
V4332 Sgr,V4332 Sgr,V4332 Sgr,TIC 224880311|WISEA J185036.69-212329.0|Gaia DR3 4079029779340685440|AAVSO 1844-21|NOVA Sgr 1994|V4332 Sgr|2MASS J18503669-2123288|EPIC 216975626|Gaia DR2 4079029779340685440|WISE J185036.69-212328.9|DENIS J185036.6-212328,2/24/1994,*|C*?|CV*|LP?|MIR|NIR|No*|V*|smm,TRUE,FALSE,,,FALSE
V4362 Sgr,PTB 42,V4362 Sgr,TIC 432597778|WISE J183023.11-171157.0|WISEA J183023.12-171157.4|PN G015.3-03.3|PTB 42|AAVSO 1824-17|NOVA Sgr 1994 b|V4362 Sgr|2MASS J18302310-1711568,5/16/1994,MIR|NIR|No*|PN|V*,TRUE,FALSE,,,FALSE
V2313 Oph,V2313 Oph,V2313 Oph,AAVSO 1729-19|NOVA Oph 1994|V2313 Oph,6/1/1994,No*|V*,TRUE,FALSE,,,FALSE
BY Cir,BY Cir,BY Cir,Gaia DR2 5874108818084122624|Gaia DR3 5874108818084122624|AAVSO 1436-63|NOVA Cir 1995|BY Cir,1/27/1995,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V1425 Aql,V1425 Aql,V1425 Aql,Gaia DR2 4262189587387791360|NOVA Aql 1995|V1425 Aql,2/7/1995,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V888 Cen,V888 Cen,V888 Cen,TIC 438962414|Gaia DR2 6056093557416134400|Gaia DR3 6056093557416134400|AAVSO 1256-59|NOVA Cen 1995|V888 Cen|2MASS J13023180-6011362,2/23/1995,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V723 Cas,V723 Cas,V723 Cas,TIC 252137205|UCAC4 721-009661|WISE J010505.34+540040.3|ATO J016.2723+54.0111|WISEA J010505.34+540040.3|Gaia DR3 411250132279713280|AAVSO 0059+53|NOVA Cas 1995|V723 Cas|2MASS J01050535+5400402|Gaia DR2 411250132279713280,8/24/1995,*|CV*|MIR|NIR|No*|Opt|V*,TRUE,FALSE,,,FALSE
CP Cru,NOVA Cru 1996,CP Cru,Gaia DR2 6057768830885584896|AAVSO 1205-61|CP Cru|NOVA Cru 1996,8/26/1996,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V1141 Sco,V1141 Sco,V1141 Sco,AAVSO 1747-30|NOVA Sco 1997|V1141 Sco|EQ J1754.2-3002,6/5/1997,No*|V*,TRUE,FALSE,,,FALSE
V4633 Sgr,V4633 Sgr,V4633 Sgr,TIC 49767197|AAVSO 1815-27|NOVA Sgr 1998|V4633 Sgr|2MASS J18214048-2731372|2XMM J182140.5-273136,3/22/1998,*|CV*|NIR|No*|V*|X,TRUE,FALSE,,,FALSE
V2487 Oph,V2487 Oph,V2487 Oph,TIC 230772569|[KRL2007b] 246|IGR J17320-1914|AAVSO 1726-19|NOVA Oph 1998|V2487 Oph|1RXS J173200.0-191349|2MASS J17315980-1913561|PBC J1731.9-1914|USNO-A1.0 0675-13305963|2XMM J173159.7-191355|SWIFT J1731.9-1915,6/15/1998,*|CV*|NIR|No*|V*|X|gam,TRUE,FALSE,,,FALSE
V1142 Sco,V1142 Sco,V1142 Sco,AAVSO 1749-31|NOVA Sco 1998|V1142 Sco,10/21/1998,No*|V*,TRUE,FALSE,,,FALSE
LZ Mus,LZ Mus,LZ Mus,TIC 306023513|Gaia DR2 5332325081994445696|AAVSO 1151-65|NOVA Mus 1998|LZ Mus|2MASS J11560927-6534201,12/29/1998,*|CV*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V4444 Sgr,V4444 Sgr,V4444 Sgr,TIC 248414728|OGLEII DIA BUL-SC19   1874|AAVSO 1801-27|NOVA Sgr 1999|V4444 Sgr|2MASS J18073619-2720132,4/25/1999,NIR|No*|V*,TRUE,FALSE,,,FALSE
V382 Vel,V382 Vel,V382 Vel,ASAS J104448-5225.5|AAVSO 1040-51|NOVA Vel 1999|V382 Vel|UCAC4 188-056854|2MASS J10444840-5225310|WISE J104448.44-522530.8|Gaia DR3 5354475121660180096|USNO-A2.0 0375-12052050|Gaia DR2 5354475121660180096,5/22/1999,*|CV*|MIR|NIR|No*|V*,TRUE,FALSE,,,FALSE
V1493 Aql,V1493 Aql,V1493 Aql,Gaia DR2 4313918654563864192|AAVSO 1903+12|NOVA Aql 1999|NOVA Aql 1999 a|V1493 Aql,7/13/1999,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
DD Cir,DD Cir,DD Cir,TIC 449041534|AAVSO 1415-68|NOVA Cir 1999|DD Cir|2MASS J14232340-6908452,8/23/1999,NIR|No*|V*,TRUE,FALSE,,,FALSE
V1494 Aql,V1494 Aql,V1494 Aql,Gaia DR2 4292840222039932672|AAVSO 1918+04|NOVA Aql 1999 b|V1494 Aql,12/1/1999,*|CV*|EB*|No*|V*,TRUE,FALSE,,,FALSE
V4642 Sgr,V4642 Sgr,V4642 Sgr,Gaia DR2 4119225897276223360|Gaia DR3 4119225897276223360|AAVSO 1749-19|NOVA Sgr 2000|V4642 Sgr,2/4/2000,*|No*|V*,TRUE,FALSE,,,FALSE
V463 Sct,V463 Sct,V463 Sct,AAVSO 1828-14|Had V46|NOVA Sct 2000|V463 Sct,3/5/2000,No*|V*,TRUE,FALSE,,,FALSE
V445 Pup,V445 Pup,V445 Pup,TIC 110608220|UCAC4 321-028955|WISE J073756.89-255658.9|WISEA J073756.89-255658.9|Gaia DR3 5614101084334720000|AAVSO 0733-25|V445 Pup|NOVA Pup 2000|2MASS J07375688-2556589|Gaia DR2 5614101084334720000|USNO-A2.0 0600-06937901|DENIS J073756.8-255659,11/22/2000,*|CV*|MIR|NIR|No*|V*,TRUE,FALSE,,,FALSE
V4643 Sgr,V4643 Sgr,V4643 Sgr,TIC 133754112|Gaia DR3 4063915686330116864|AAVSO 1748-26|NOVA Sgr 2001|V4643 Sgr|2MASS J17544041-2614154|Gaia DR2 4063915686330116864|USNO-A2.0 0600-29446361,2/24/2001,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V1178 Sco,V1178 Sco,V1178 Sco,TIC 260747077|AAVSO 1750-32|Had V92|NOVA Sco 2001|V1178 Sco|EQ J1757-3223|2MASS J17570664-3223053,5/13/2001,NIR|No*|V*,TRUE,FALSE,,,FALSE
V2274 Cyg,V2274 Cyg,V2274 Cyg,Gaia DR2 2059110435281147264|AAVSO 2003+35|NOVA Cyg 2001|NOVA Cyg 2001 a|V2274 Cyg,7/13/2001,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V2275 Cyg,V2275 Cyg,V2275 Cyg,TIC 289786644|Gaia DR3 2165524400435870464|AAVSO 2059+48|NOVA Cyg 2001 b|V2275 Cyg|2MASS J21030196+4845534|Gaia DR2 2165524400435870464|USNO-A2.0 1350-13345102,8/18/2001,*|CV*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V4739 Sgr,V4739 Sgr,V4739 Sgr,AAVSO 1818-30B|NOVA Sgr 2001 b|V4739 Sgr,8/26/2001,No*|V*,TRUE,FALSE,,,FALSE
V4740 Sgr,V4740 Sgr,V4740 Sgr,AAVSO 1805-30|NOVA Sgr 2001 c|V4740 Sgr,9/5/2001,No*|V*,TRUE,FALSE,,,FALSE
V1039 Cen,V1039 Cen,V1039 Cen,Gaia DR3 5852365632055116672|USNO-A2.0 0225-18568174|Gaia DR2 5852365632055116672|AAVSO 1348-63|NOVA Cen 2001|V1039 Cen,10/1/2001,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
IM Nor,IM Nor,IM Nor,Gaia DR2 5886055870915579648|AAVSO 1532-52|NOVA Nor 1920|SV* HV  3532|IM Nor,1/3/2002,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V2540 Oph,V2540 Oph,V2540 Oph,Gaia DR2 4124769085076395264|AAVSO 1731-16|Had V105|NOVA Oph 2002|V2540 Oph,1/24/2002,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V4741 Sgr,V4741 Sgr,V4741 Sgr,NOVA Sgr 2002|AAVSO 1753-30B|V4741 Sgr,4/15/2002,No*|V*,TRUE,FALSE,,,FALSE
V4742 Sgr,V4742 Sgr,V4742 Sgr,Gaia DR2 4064404384886943488|AAVSO 1756-25|NOVA Sgr 2002 b|V4742 Sgr|UGPS J180221.86-252032.1|OGLE BLG664.5  13499|OGLE BLG-ECL-126|[RMB2008] G004.9856-01.3900,9/15/2002,*|AB?|CV*|EB*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V4743 Sgr,V4743 Sgr,V4743 Sgr,Gaia DR3 4081719283536234496|USNO-A2.0 0675-31094614|Gaia DR2 4081719283536234496|V4743 Sgr|NOVA Sgr 2002 c|AAVSO 1855-22|2XMM J190109.3-220003|EPIC 216631947|2MASS J19010934-2200062,9/20/2002,*|CV*|NIR|No*|V*|X,TRUE,FALSE,,,FALSE
V4744 Sgr,V4744 Sgr,V4744 Sgr,NOVA Sgr 2002 d|V4744 Sgr,10/25/2002,No*|V*,TRUE,FALSE,,,FALSE
V2573 Oph,V2573 Oph,V2573 Oph,NOVA Oph 2003|V2573 Oph,7/10/2003,No*|V*,TRUE,FALSE,,,FALSE
V5113 Sgr,V5113 Sgr,V5113 Sgr,Gaia DR2 4050947805747239168|NOVA Sgr 2003 b|V5113 Sgr,9/17/2003,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
DE Cir,DE Cir,DE Cir,TIC 455637054|Gaia DR3 5875274742759861632|NOVA Cir 2003|DE Cir|2MASS J15175268-6157162,10/9/2003,*|CV*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V5114 Sgr,V5114 Sgr,V5114 Sgr,NOVA Sgr 2004|V5114 Sgr,3/15/2004,No*|V*,TRUE,FALSE,,,FALSE
V2574 Oph,V2574 Oph,V2574 Oph,Gaia DR2 4116506530138898560|NOVA Oph 2004|V2574 Oph,4/14/2004,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V1187 Sco,V1187 Sco,V1187 Sco,NOVA Sco 2004 b|V1187 Sco,8/3/2004,No*|V*,TRUE,FALSE,,,FALSE
V574 Pup,V574 Pup,V574 Pup,Gaia DR3 5613739856095351552|USNO-A2.0 0600-07224298|Gaia DR2 5613739856095351552|NOVA Pup 2004|V574 Pup,11/20/2004,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V2361 Cyg,V2361 Cyg,V2361 Cyg,NOVA Cyg 2005|V2361 Cyg|IPHAS J200919.02+394852.8,2/10/2005,*|No*|V*,TRUE,FALSE,,,FALSE
V382 Nor,V382 Nor,V382 Nor,NOVA Nor 2005|V382 Nor,3/13/2005,No*|V*,TRUE,FALSE,,,FALSE
V5115 Sgr,V5115 Sgr,V5115 Sgr,NOVA Sgr 2005 a|p. NOVA Sgr 2005 No 1|NOVA Sgr 2005|V5115 Sgr,3/28/2005,No*|V*,TRUE,FALSE,,,FALSE
V1663 Aql,V1663 Aql,V1663 Aql,NOVA Aql 2005|V1663 Aql|ASAS J190512+0514.2,6/9/2005,No*|V*,TRUE,FALSE,,,FALSE
V5116 Sgr,V5116 Sgr,V5116 Sgr,Gaia DR2 4049414055762543744|NOVA Sgr 2005 b|V5116 Sgr|OGLE BLG657.24   3809|OGLE BLG-ECL-201,7/4/2005,*|CV*|EB*|No*|V*,TRUE,FALSE,,,FALSE
V1188 Sco,V1188 Sco,V1188 Sco,NOVA Sco 2005|V1188 Sco,7/25/2005,No*|V*,TRUE,FALSE,,,FALSE
V1047 Cen,V1047 Cen,V1047 Cen,NOVA Cen 2005|V1047 Cen,8/1/2005,No*|V*,TRUE,FALSE,,,FALSE
V476 Sct,V476 Sct,V476 Sct,NOVA Sct 2005|V476 Sct,9/30/2005,No*|V*,TRUE,FALSE,,,FALSE
V477 Sct,V477 Sct,V477 Sct,NOVA Sct 2005 b|V477 Sct,10/11/2005,No*|V*,TRUE,FALSE,,,FALSE
V2575 Oph,NOVA Oph 2006,V2575 Oph,V2575 Oph|NOVA Oph 2006,2/9/2006,No*|V*,TRUE,FALSE,,,FALSE
V5117 Sgr,V5117 Sgr,V5117 Sgr,NOVA Sgr 2006|V5117 Sgr,2/17/2006,No*|V*,TRUE,FALSE,,,FALSE
V2362 Cyg,V2362 Cyg,V2362 Cyg,Gaia DR2 1970321714549394304|NOVA Cyg 2006|V2362 Cyg|UGPS J211132.35+444803.7,4/2/2006,*|CV*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V1065 Cen,V1065 Cen,V1065 Cen,TIC 267069451|2MASS J11431012-5804040|V1065 Cen|NOVA Cen 2007|USNO-B1.0 0319-00360318|GSC2 S111210165373,1/23/2007,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V1280 Sco,V1280 Sco,V1280 Sco,NOVA Sco 2007 a|V1280 Sco|NOVA Sco 2007|Gaia DR3 6026826447672231680,2/4/2007,*|No*|Pu*|V*,TRUE,FALSE,,,FALSE
V1281 Sco,V1281 Sco,V1281 Sco,NOVA Sco 2007 b|V1281 Sco,2/19/2007,No*|V*,TRUE,FALSE,,,FALSE
V2467 Cyg,V2467 Cyg,V2467 Cyg,TIC 15556256|Gaia DR3 2068080976989664768|SDSS J202812.47+414836.3|NOVA Cyg 2007|V2467 Cyg|2MASS J20281249+4148365|USNO-A2.0 1275-13944467|Gaia DR2 2068080976989664768,3/15/2007,*|CV*|NIR|No*|Opt|V*,TRUE,FALSE,,,FALSE
V2615 Oph,V2615 Oph,V2615 Oph,Gaia DR2 4068424229472672256|V2615 Oph|NOVA Oph 2007,3/19/2007,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V5558 Sgr,V5558 Sgr,V5558 Sgr,Gaia DR2 4095547845604621824|2MASS J18101806-1846516|V5558 Sgr|NOVA Sgr 2007|Gaia DR3 4095547845604621824,4/14/2007,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V390 Nor,V390 Nor,V390 Nor,V390 Nor|NOVA Nor 2007,6/15/2007,No*|V*,TRUE,FALSE,,,FALSE
V458 Vul,V458 Vul,V458 Vul,PN G058.6-03.6|Gaia DR2 1826449965231860608|NOVA Vul 2007|V458 Vul|USNO-A2.0 1050-15545600|USNO-B1.0 1108-00460444|IPHASX J195424.6+205252,8/4/2007,*|CV*|ISM|No*|PN|V*,TRUE,FALSE,,,FALSE
V598 Pup,V598 Pup,V598 Pup,TIC 157451427|WISEA J070542.50-381439.2|Gaia DR3 5565582591127646336|NOVA Pup 2007 b|V598 Pup|XMMSL1 J070542.7-381442|DENIS J070542.5-381439|WISE J070542.50-381439.1|2MASS J07054250-3814394|USNO-B1.0 0517-00077953|USNO-A2.0 0450-03360039|GSC2 S132310125128|Gaia DR2 5565582591127646336,8/8/2007,*|CV*|HS?|MIR|NIR|No*|V*|X|blu,TRUE,FALSE,,,FALSE
V597 Pup,V597 Pup,V597 Pup,Gaia DR2 5546402675939272576|NOVA Pup 2007|V597 Pup|GSC2.3 S65B052556,8/14/2007,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V459 Vul,V459 Vul,V459 Vul,NOVA Vul 2007 b|V459 Vul,12/25/2007,No*|V*,TRUE,FALSE,,,FALSE
V2468 Cyg,V2468 Cyg,V2468 Cyg,NOVA Cyg 2008|NOVA Cyg 2008 a|V2468 Cyg|Gaia DR2 2030133463486427776,3/7/2008,*|CV*|No*|V*,TRUE,FALSE,7.4,V,FALSE
NR TrA,NR TrA,NR TrA,Gaia DR3 5831360939882877312|NR TrA|NOVA TrA 2008|Gaia DR2 5831360939882877312,4/1/2008,*|CV*|EB*|No*|V*,TRUE,FALSE,9.2,V,FALSE
V2491 Cyg,V2491 Cyg,V2491 Cyg,Gaia DR3 2033300327537067264|SWIFT J1943.0+3219|1RXS J194259.9+321940|2RXP J194302.0+321912|NOVA Cyg 2008 b|V2491 Cyg|XMMSL1 J194301.9+321911|SWIFT J1942.8+3220|2XMM J194301.7+321912|2XMMi J194301.7+321912|SWIFT J194302.1+321913|USNO-B1.0 1223-00482965|GSC2 N030133067091|Gaia DR2 2033300327537067264,4/10/2008,*|CV*|No*|V*|X,TRUE,FALSE,7.1,V,FALSE
V5579 Sgr,V5579 Sgr,V5579 Sgr,V5579 Sgr|NOVA Sgr 2008,4/18/2008,No*|V*,TRUE,FALSE,8.4,V,FALSE
V2670 Oph,V2670 Oph,V2670 Oph,V2670 Oph|NOVA Oph 2008 a|NOVA Oph 2008,5/25/2008,No*|V*,TRUE,FALSE,10.3,V,FALSE
V2671 Oph,V2671 Oph,V2671 Oph,NOVA Oph 2008 b|V2671 Oph,5/31/2008,No*|V*,TRUE,FALSE,11.3,V,FALSE
V1212 Cen,V1212 Cen,V1212 Cen,[PSP2008] J143503-6406.4|V1212 Cen,8/26/2008,No*|V*,TRUE,FALSE,,,FALSE
V1309 Sco,V1309 Sco,V1309 Sco,WISE J175732.94-304309.8|[MLV2014] A|Gaia DR3 4044184503560991744|[NNK2008b] J175732.94-304310.0|V1309 Sco|NOVA Sco 2008|Gaia DR2 4044184503560991744,9/2/2008,*|CV*|MIR|No*|V*,TRUE,FALSE,9.5,V,FALSE
V1721 Aql,V1721 Aql,V1721 Aql,TIC 196309043|2MASS J19062860+0706444|SSTGLMC G040.9719-00.0832|NOVA Aql 2008|V1721 Aql|[YIN2008] J190628.58+070644.3,9/22/2008,*|CV*|MIR|NIR|No*|V*,TRUE,FALSE,14,V,FALSE
QY Mus,QY Mus,QY Mus,Gaia DR3 5845496055203074560|USNO-B1.0 0223-00511401|QY Mus|NOVA Mus 2008|Gaia DR2 5845496055203074560,9/28/2008,*|CV?|No*|V*,TRUE,FALSE,8.6,V,FALSE
V1375 Cen,V1375 Cen,V1375 Cen,TIC 304286537|Gaia DR3 5334608939454354688|NOVA Cen 2008|XMMU J115113.3-623730|2MASS J11511302-6237292|USNO-B1.0 0273-00386669|V1375 Cen|Gaia DR2 5334608939454354688,11/23/2008,*|CV*|NIR|No*|V*|X,TRUE,FALSE,10.5,V,TRUE
V679 Car,V679 Car,V679 Car,V679 Car|NOVA Car 2008,11/26/2008,No*|V*,TRUE,FALSE,7.55,V,FALSE
V5580 Sgr,V5580 Sgr,V5580 Sgr,Gaia DR3 4051490002468668288|V5580 Sgr|NOVA Sgr 2008 b,11/29/2008,*|CV*|EB*|No*|V*,TRUE,FALSE,8,V,FALSE
V5582 Sgr,V5582 Sgr,V5582 Sgr,Gaia DR2 4119719440512134400|V5582 Sgr|NOVA Sgr 2009 b,2/23/2009,*|CV*|No*|V*,TRUE,FALSE,11.5,V,FALSE
V5581 Sgr,V5581 Sgr,V5581 Sgr,TIC 203403702|WISE J174408.45-260548.0|WISEA J174408.44-260547.9|Gaia DR3 4067108423275254528|USNO-B1.0 0639-00570762|Gaia DR2 4067108423275254528|V5581 Sgr|NOVA Sgr 2009 a|2MASS J17440846-2605479,4/18/2009,*|CV?|LP?|MIR|NIR|No*|V*,TRUE,FALSE,12.5,V,FALSE
V5581 Sgr,V5581 Sgr,V5581 Sgr,TIC 203403702|WISE J174408.45-260548.0|WISEA J174408.44-260547.9|Gaia DR3 4067108423275254528|USNO-B1.0 0639-00570762|Gaia DR2 4067108423275254528|V5581 Sgr|NOVA Sgr 2009 a|2MASS J17440846-2605479,4/18/2009,*|CV?|LP?|MIR|NIR|No*|V*,TRUE,FALSE,12.5,V,FALSE
V5581 Sgr,V5581 Sgr,V5581 Sgr,TIC 203403702|WISE J174408.45-260548.0|WISEA J174408.44-260547.9|Gaia DR3 4067108423275254528|USNO-B1.0 0639-00570762|Gaia DR2 4067108423275254528|V5581 Sgr|NOVA Sgr 2009 a|2MASS J17440846-2605479,4/21/2009,*|CV?|LP?|MIR|NIR|No*|V*,TRUE,FALSE,,,FALSE
V5581 Sgr,V5581 Sgr,V5581 Sgr,TIC 203403702|WISE J174408.45-260548.0|WISEA J174408.44-260547.9|Gaia DR3 4067108423275254528|USNO-B1.0 0639-00570762|Gaia DR2 4067108423275254528|V5581 Sgr|NOVA Sgr 2009 a|2MASS J17440846-2605479,4/21/2009,*|CV?|LP?|MIR|NIR|No*|V*,TRUE,FALSE,,,FALSE
V1213 Cen,V1213 Cen,V1213 Cen,V1213 Cen|NOVA Cen 2009,5/8/2009,No*|V*,TRUE,FALSE,8.5,V,FALSE
V5583 Sgr,V5583 Sgr,V5583 Sgr,NOVA Sgr 2009 c|V5583 Sgr,8/6/2009,No*|V*,TRUE,FALSE,7.7,V,FALSE
V2672 Oph,V2672 Oph,V2672 Oph,NOVA Oph 2009|V2672 Oph,8/16/2009,No*|V*,TRUE,FALSE,10,V,FALSE
V496 Sct,V496 Sct,V496 Sct,NOVA Sct 2009|V496 Sct,10/8/2009,No*|V*,TRUE,FALSE,8.8,V,FALSE
V5584 Sgr,V5584 Sgr,V5584 Sgr,NOVA Sgr 2009 d|V5584 Sgr,10/26/2009,No*|V*,TRUE,FALSE,9.3,V,FALSE
KT Eri,KT Eri,KT Eri,TIC 167485724|USNO-B1.0 0798-00048707|Gaia DR2 3184664584368981760|UCAC4 400-006818|WISE J044754.20-101043.1|KT Eri|NOVA Eri 2009|DENIS J044754.2-101042|ATO J071.9758-10.1786|WISEA J044754.20-101042.7|Gaia DR3 3184664584368981760|2MASS J04475419-1010429|GSC 05325-01837|1eRASS J044754.2-101047,11/25/2009,*|CV*|MIR|NIR|No*|Opt|V*|X,TRUE,FALSE,5.4,V,FALSE
V1722 Aql,V1722 Aql,V1722 Aql,NOVA Aql 2009|V1722 Aql,12/14/2009,No*|V*,TRUE,FALSE,10.9,V,FALSE
V2673 Oph,V2673 Oph,V2673 Oph,V2673 Oph|NOVA Oph 2010,1/15/2010,No*|V*,TRUE,FALSE,8.8,V,FALSE
V5585 Sgr,V5585 Sgr,V5585 Sgr,Gaia DR2 4050728590537062016|NOVA Sgr 2010|V5585 Sgr,1/20/2010,*|CV*|No*|V*,TRUE,FALSE,8.5,V,FALSE
V2674 Oph,V2674 Oph,V2674 Oph,Gaia DR2 4059566739953564672|V2674 Oph|NOVA Oph 2010 b,2/18/2010,*|CV*|No*|V*,TRUE,FALSE,9.4,V,FALSE
V1310 Sco,V1310 Sco,V1310 Sco,NOVA Sco 2010|V1310 Sco,2/20/2010,No*|V*,TRUE,FALSE,10.5,V,FALSE
V407 Cyg,EM* AS  453,V407 Cyg,TIC 357457104|TOI-1330|Gaia DR3 2163465736706055936|2MASS J21020980+4546329|AAVSO 2058+45|AN  148.1940|EM* AS  453|EM* UHA  124|GSC 03588-02258|HBHA 4703-01|MHA 289-90|NOVA Cyg 1936|V407 Cyg|[KW97] 54-36|UCAC3 272-208133|GSC2.3 N324004289|GSC2 N03313304289|Fermi J2102+4542|EQ J2102+4542|2FGL J2102.2+4546|3FGL J2102.3+4547|Gaia DR2 2163465736706055936,3/10/2010,*|Em*|EmO|LP*|NIR|No*|Sy*|V*|ev|gam,TRUE,FALSE,6.8,V,FALSE
V6345 Sgr,WISE J181834.00-284919.6,V6345 Sgr,Gaia DR2 4051342393007427456|V6345 Sgr|WISEA J181834.01-284919.8|WISE J181834.00-284919.6,3/24/2010,*|CV*|MIR|No*|V*,TRUE,FALSE,,,FALSE
V5586 Sgr,V5586 Sgr,V5586 Sgr,2MASS J17530316-2812182|TIC 132145723|V5586 Sgr|NOVA Sgr 2010 b,4/23/2010,CV*|NIR|No*|V*,TRUE,FALSE,11.2,V,FALSE
V1311 Sco,V1311 Sco,V1311 Sco,V1311 Sco|NOVA Sco 2010 b,4/25/2010,No*|V*,TRUE,FALSE,8.6,V,FALSE
V1723 Aql,V1723 Aql,V1723 Aql,V1723 Aql|NOVA Aql 2010,9/11/2010,No*|V*,TRUE,FALSE,12.4,V,FALSE
V5587 Sgr,V5587 Sgr,V5587 Sgr,V5587 Sgr|NOVA Sgr 2011|NOVA Sgr 2011 a|PNV J17474639-2335112,1/25/2011,No*|V*,TRUE,FALSE,11,V,FALSE
V5588 Sgr,V5588 Sgr,V5588 Sgr,Gaia DR2 4066628490739652224|V5588 Sgr|NOVA Sgr 2011 b|PNV J18102135-2305306,3/27/2011,*|CV*|No*|V*,TRUE,FALSE,11.7,V,FALSE
V1312 Sco,V1312 Sco,V1312 Sco,V1312 Sco|NOVA Sco 2011|PNV J16551100-3838120,6/1/2011,No*|V*,TRUE,FALSE,9.5,V,FALSE
PNV J14542000-5505030,PR Lup,PNV J14542000-5505030,PR Lup|PNV J14542000-5505030|NOVA Lup 2011,8/4/2011,No*|V*,TRUE,FALSE,8.5,V,FALSE
V1313 Sco,V1313 Sco,V1313 Sco,NOVA Sco 2011 b|PNV J16364440-4132340|PNV J16364300-4132460|V1313 Sco,9/6/2011,No*|V*,TRUE,FALSE,9.1,V,FALSE
V965 Per,V965 Per,V965 Per,NOVA Per 2011|V965 Per,11/7/2011,CV*|No*|V*,TRUE,FALSE,,,FALSE
V834 Car,V834 Car,V834 Car,NOVA Car 2012|V834 Car,2/26/2012,No*|V*,TRUE,FALSE,10.5,V,FALSE
V1368 Cen,V1368 Cen,V1368 Cen,NOVA Cen 2012|PNV J13410800-5815470|V1368 Cen,3/23/2012,No*|V*,TRUE,FALSE,8.4,V,FALSE
V2676 Oph,V2676 Oph,V2676 Oph,NOVA Oph 2012|PNV J17260708-2551454|NOVA Oph 2012 a|V2676 Oph,3/25/2012,No*|V*,TRUE,FALSE,10.9,V,FALSE
V1428 Cen,PNV J14250600-5845360,V1428 Cen,V1428 Cen|PNV J14250600-5845360|NOVA Cen 2012 b,4/4/2012,No*|V*,TRUE,FALSE,9,V,FALSE
V5589 Sgr,V5589 Sgr,V5589 Sgr,Gaia DR2 4068844517774588544|NOVA Sgr 2012|PNV J17452791-2305213|V5589 Sgr,4/21/2012,*|CV*|No*|V*,TRUE,FALSE,9,V,FALSE
V5863 Sgr,OGLE 2012-NOVA-1,V5863 Sgr,V5863 Sgr|OGLE 2012-NOVA-1,5/2/2012,No*|V*,TRUE,FALSE,12.5,I,FALSE
V5590 Sgr,IRAS 18079-2718,V5590 Sgr,TIC 249298964|WISEA J181103.70-271729.3|Gaia DR3 4062997383662308736|IRAS 18079-2718|AKARI-IRC-V1 J1811037-271728|2MASS J18110370-2717294|WISE J181103.69-271729.3|PNV J18110375-2717276|NOVA Sgr 2012 b|V5590 Sgr|Gaia DR2 4062997383662308736,5/8/2012,*|Em*|IR|LP?|MIR|NIR|No*|Sy?|V*,TRUE,FALSE,12.5,V,FALSE
V2677 Oph,V2677 Oph,V2677 Oph,NOVA Oph 2012 b|PNV J17395600-2447420|V2677 Oph,5/19/2012,No*|V*,TRUE,FALSE,9.5,V,FALSE
V1324 Sco,V1324 Sco,V1324 Sco,Gaia DR3 4043499439062100096|NOVA Sco 2012|MOA  2012-BLG-320|V1324 Sco|Gaia DR2 4043499439062100096,5/22/2012,*|CV*|No*|V*,TRUE,FALSE,9,V,FALSE
V5591 Sgr,V5591 Sgr,V5591 Sgr,Gaia DR3 4070639406140587776|NOVA Sgr 2012 c|PNV J17522579-2126215|V5591 Sgr|Gaia DR2 4070639406140587776,6/26/2012,*|No*|V*,TRUE,FALSE,9,V,FALSE
V5592 Sgr,V5592 Sgr,V5592 Sgr,NOVA Sgr 2012 d|PNV J18202726-2744263|V5592 Sgr,7/7/2012,No*|V*,TRUE,FALSE,7.7,V,FALSE
V5593 Sgr,V5593 Sgr,V5593 Sgr,Gaia DR3 4094607969324071680|NOVA Sgr 2012 e|PSN J18193700-1907400|PNV J18193700-1907400|V5593 Sgr|Gaia DR2 4094607969324071680,7/16/2012,*|No*|SN?|V*,TRUE,FALSE,12.2,V,FALSE
